"ID","Category","Name","Severity","Result","Recommended","TestResult","SeverityFinding"
"2.3.6.4","Security Options","Domain member: Disable machine account password changes","Passed","Registry value created/modified","","Passed",""
"2.3.6.5","Security Options","Domain member: Maximum machine account password age","Passed","Registry value created/modified","","Passed",""
"2.3.6.6","Security Options","Domain member: Require strong (Windows 2000 or later) session key","Passed","Registry value created/modified","","Passed",""
"2.3.7.1","Security Options","Interactive logon: Do not require CTRL+ALT+DEL","Passed","Registry value created/modified","","Passed",""
"2.3.7.2","Security Options","Interactive logon: Don't display last signed-in","Passed","Registry value created/modified","","Passed",""
"2.3.7.3","Security Options","Interactive logon: Machine account lockout threshold","Passed","Registry value created/modified","","Passed",""
"2.3.7.4","Security Options","Interactive logon: Machine inactivity limit","Passed","Registry value created/modified","","Passed",""
"2.3.7.5","Security Options","Interactive logon: Message text for users attempting to log on","Passed","Registry value created/modified","","Passed",""
"2.3.7.6","Security Options","Interactive logon: Message title for users attempting to log on","Passed","Registry value created/modified","","Passed",""
"2.3.7.7","Security Options","Interactive logon: Number of previous logons to cache (in case domain controller is not available)","Passed","Registry value created/modified","","Passed",""
"2.3.7.8.1","Security Options","Interactive logon: Prompt user to change password before expiration (Max)","Passed","Registry value created/modified","","Passed",""
"2.3.7.8.2","Security Options","Interactive logon: Prompt user to change password before expiration (Min)","Passed","Registry value created/modified","","Passed",""
"2.3.7.9","Security Options","Interactive logon: Smart card removal behavior","Passed","Registry value created/modified","","Passed",""
"2.3.8.1","Security Options","Microsoft network client: Digitally sign communications (always)","Passed","Registry value created/modified","","Passed",""
"2.3.8.2","Security Options","Microsoft network client: Digitally sign communications (if server agrees)","Passed","Registry value created/modified","","Passed",""
"2.3.8.3","Security Options","Microsoft network client: Send unencrypted password to third-party SMB servers","Passed","Registry value created/modified","","Passed",""
"2.3.9.1","Security Options","Microsoft network server: Amount of idle time required before suspending session","Passed","Registry value created/modified","","Passed",""
"2.3.9.2","Security Options","Microsoft network server: Digitally sign communications (always)","Passed","Registry value created/modified","","Passed",""
"2.3.9.3","Security Options","Microsoft network server: Digitally sign communications (if client agrees)","Passed","Registry value created/modified","","Passed",""
"2.3.9.4","Security Options","Microsoft network server: Disconnect clients when logon hours expire","Passed","Registry value created/modified","","Passed",""
"2.3.9.5","Security Options","Microsoft network server: Server SPN target name validation level","Passed","Registry value created/modified","","Passed",""
"2.3.10.1","Security Options","Network access: Allow anonymous SID/Name translation","Passed","Imported security policy into temporary database","","Passed",""
"2.3.10.1","Security Options","Network access: Allow anonymous SID/Name translation","Passed","Configured security policy","","Passed",""
"2.3.10.2","Security Options","Network access: Do not allow anonymous enumeration of SAM accounts","Passed","Registry value created/modified","","Passed",""
"2.3.10.3","Security Options","Network access: Do not allow anonymous enumeration of SAM accounts and shares","Passed","Registry value created/modified","","Passed",""
"2.3.10.4","Security Options","Network access: Do not allow storage of passwords and credentials for network authentication","Passed","Registry value created/modified","","Passed",""
"2.3.10.5","Security Options","Network access: Let Everyone permissions apply to anonymous users","Passed","Registry value created/modified","","Passed",""
"2.3.10.6","Security Options","Network access: Named Pipes that can be accessed anonymously","Passed","Registry value created/modified","","Passed",""
"2.3.10.7","Security Options","Network access: Remotely accessible registry paths","Passed","Registry value created/modified","","Passed",""
"2.3.10.8","Security Options","Network access: Remotely accessible registry paths and sub-paths","Passed","Registry value created/modified","","Passed",""
"2.3.10.9","Security Options","Network access: Restrict anonymous access to Named Pipes and Shares","Passed","Registry value created/modified","","Passed",""
"2.3.10.10","Security Options","Network access: Restrict clients allowed to make remote calls to SAM","Passed","Registry value created/modified","","Passed",""
"2.3.10.11","Security Options","Network access: Shares that can be accessed anonymously","Passed","Registry value created/modified","","Passed",""
"2.3.10.12","Security Options","Network access: Sharing and security model for local accounts","Passed","Registry value created/modified","","Passed",""
"2.3.11.1","Security Options","Network security: Allow Local System to use computer identity for NTLM","Passed","Registry value created/modified","","Passed",""
"2.3.11.2","Security Options","Network security: Allow LocalSystem NULL session fallback","Passed","Registry value created/modified","","Passed",""
"2.3.11.3","Security Options","Network security: Allow PKU2U authentication requests to this computer to use online identities","Passed","Registry key created","","Passed",""
"2.3.11.3","Security Options","Network security: Allow PKU2U authentication requests to this computer to use online identities","Passed","Registry value created/modified","","Passed",""
"2.3.11.4","Security Options","Network security: Configure encryption types allowed for Kerberos","Passed","Registry key created","","Passed",""
"2.3.11.4","Security Options","Network security: Configure encryption types allowed for Kerberos","Passed","Registry value created/modified","","Passed",""
"2.3.11.5","Security Options","Network security: Do not store LAN Manager hash value on next password change","Passed","Registry value created/modified","","Passed",""
"2.3.11.6","Security Options","Network security: Force logoff when logon hours expires","Passed","Imported security policy into temporary database","","Passed",""
"2.3.11.6","Security Options","Network security: Force logoff when logon hours expires","Passed","Configured security policy","","Passed",""
"2.3.11.7","Security Options","Network security: LAN Manager authentication level","Passed","Registry value created/modified","","Passed",""
"2.3.11.8","Security Options","Network security: LDAP client signing requirements","Passed","Registry value created/modified","","Passed",""
"2.3.11.9","Security Options","Network security: Minimum session security for NTLM SSP based (including secure RPC) clients","Passed","Registry value created/modified","","Passed",""
"2.3.11.10","Security Options","Network security: Minimum session security for NTLM SSP based (including secure RPC) servers","Passed","Registry value created/modified","","Passed",""
"2.3.14.1","Security Options","System cryptography: Force strong key protection for user keys stored on the computer","Passed","Registry value created/modified","","Passed",""
"2.3.15.1","Security Options","System objects: Require case insensitivity for non-Windows subsystem","Passed","Registry value created/modified","","Passed",""
"2.3.15.2","Security Options","System objects: Strengthen default permissions of internal system objects (e.g. Symbolic Links)","Passed","Registry value created/modified","","Passed",""
"2.3.17.1","Security Options","User Account Control: Admin Approval Mode for the Built-in Administrator account","Passed","Registry value created/modified","","Passed",""
"2.3.17.2","Security Options","User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode","Passed","Registry value created/modified","","Passed",""
"2.3.17.3","Security Options","User Account Control: Behavior of the elevation prompt for standard users","Passed","Registry value created/modified","","Passed",""
"2.3.17.4","Security Options","User Account Control: Detect application installations and prompt for elevation","Passed","Registry value created/modified","","Passed",""
"2.3.17.5","Security Options","User Account Control: Only elevate UIAccess applications that are installed in secure locations","Passed","Registry value created/modified","","Passed",""
"2.3.17.6","Security Options","User Account Control: Run all administrators in Admin Approval Mode","Passed","Registry value created/modified","","Passed",""
"2.3.17.7","Security Options","User Account Control: Switch to the secure desktop when prompting for elevation","Passed","Registry value created/modified","","Passed",""
"2.3.17.8","Security Options","User Account Control: Virtualize file and registry write failures to per-user locations","Passed","Registry value created/modified","","Passed",""
"5.1.1","System Services","Bluetooth Audio Gateway Service (BTAGService)","Passed","Registry value created/modified","","Passed",""
"5.2.1","System Services","Bluetooth Support Service (bthserv)","Passed","Registry value created/modified","","Passed",""
"5.3.1","System Services","Computer Browser (Browser)","Passed","Registry key created","","Passed",""
"5.3.1","System Services","Computer Browser (Browser)","Passed","Registry value created/modified","","Passed",""
"5.4.1","System Services","Downloaded Maps Manager (MapsBroker)","Passed","Registry value created/modified","","Passed",""
"5.5.1","System Services","Geolocation Service (lfsvc)","Passed","Registry value created/modified","","Passed",""
"5.6.1","System Services","IIS Admin Service (IISADMIN)","Passed","Registry key created","","Passed",""
"5.6.1","System Services","IIS Admin Service (IISADMIN)","Passed","Registry value created/modified","","Passed",""
"5.7.1","System Services","Infrared monitor service (irmon)","Passed","Registry key created","","Passed",""
"5.7.1","System Services","Infrared monitor service (irmon)","Passed","Registry value created/modified","","Passed",""
"5.8.1","System Services","Internet Connection Sharing (ICS) (SharedAccess)","Passed","Registry value created/modified","","Passed",""
"5.9.1","System Services","Link-Layer Topology Discovery Mapper (lltdsvc)","Passed","Registry value created/modified","","Passed",""
"5.10.1","System Services","LxssManager (LxssManager)","Passed","Registry key created","","Passed",""
"5.10.1","System Services","LxssManager (LxssManager)","Passed","Registry value created/modified","","Passed",""
"5.11.1","System Services","Microsoft FTP Service (FTPSVC)","Passed","Registry key created","","Passed",""
"5.11.1","System Services","Microsoft FTP Service (FTPSVC)","Passed","Registry value created/modified","","Passed",""
"5.12.1","System Services","Microsoft iSCSI Initiator Service (MSiSCSI)","Passed","Registry value created/modified","","Passed",""
"5.13.1","System Services","OpenSSH SSH Server (sshd)","Passed","Registry value created/modified","","Passed",""
"5.14.1","System Services","Peer Name Resolution Protocol (PNRPsvc)","Passed","Registry value created/modified","","Passed",""
"5.15.1","System Services","Peer Networking Grouping (p2psvc)","Passed","Registry value created/modified","","Passed",""
"5.16.1","System Services","Peer Networking Identity Manager (p2pimsvc)","Passed","Registry value created/modified","","Passed",""
"5.17.1","System Services","PNRP Machine Name Publication Service (PNRPAutoReg)","Passed","Registry value created/modified","","Passed",""
"5.18.1","System Services","Print Spooler (Spooler)","Passed","Registry value created/modified","","Passed",""
"5.19.1","System Services","Problem Reports and Solutions Control Panel Support (wercplsupport)","Passed","Registry value created/modified","","Passed",""
"5.20.1","System Services","Remote Access Auto Connection Manager (RasAuto)","Passed","Registry value created/modified","","Passed",""
"5.21.1","System Services","Remote Desktop Configuration (SessionEnv)","Passed","Registry value created/modified","","Passed",""
"5.22.1","System Services","Remote Desktop Services (TermService)","Passed","Registry value created/modified","","Passed",""
"5.23.1","System Services","Remote Desktop Services UserMode Port Redirector (UmRdpService)","Passed","Registry value created/modified","","Passed",""
"5.24.1","System Services","Remote Procedure Call (RPC) Locator (RpcLocator)","Passed","Registry value created/modified","","Passed",""
"5.25.1","System Services","Remote Registry (RemoteRegistry)","Passed","Registry value created/modified","","Passed",""
"5.26.1","System Services","Routing and Remote Access (RemoteAccess)","Passed","Registry value created/modified","","Passed",""
"5.27.1","System Services","Server (LanmanServer)","Passed","Registry value created/modified","","Passed",""
"5.28.1","System Services","Simple TCP/IP Services (simptcp)","Passed","Registry key created","","Passed",""
"5.28.1","System Services","Simple TCP/IP Services (simptcp)","Passed","Registry value created/modified","","Passed",""
"5.29.1","System Services","SNMP Service (SNMP)","Passed","Registry key created","","Passed",""
"5.29.1","System Services","SNMP Service (SNMP)","Passed","Registry value created/modified","","Passed",""
"5.30.1","System Services","Special Administration Console Helper (sacsvr)","Passed","Registry key created","","Passed",""
"5.30.1","System Services","Special Administration Console Helper (sacsvr)","Passed","Registry value created/modified","","Passed",""
"5.31.1","System Services","SSDP Discovery (SSDPSRV)","Passed","Registry value created/modified","","Passed",""
"5.32.1","System Services","UPnP Device Host (upnphost)","Passed","Registry value created/modified","","Passed",""
"5.33.1","System Services","Web Management Service (WMSvc)","Passed","Registry key created","","Passed",""
"5.33.1","System Services","Web Management Service (WMSvc)","Passed","Registry value created/modified","","Passed",""
"5.34.1","System Services","Windows Error Reporting Service (WerSvc)","Passed","Registry value created/modified","","Passed",""
"5.35.1","System Services","Windows Event Collector (Wecsvc)","Passed","Registry value created/modified","","Passed",""
"5.36.1","System Services","Windows Media Player Network Sharing Service (WMPNetworkSvc)","Passed","Registry value created/modified","","Passed",""
"5.37.1","System Services","Windows Mobile Hotspot Service (icssvc)","Passed","Registry value created/modified","","Passed",""
"5.38.1","System Services","Windows Push Notifications System Service (WpnService)","Passed","Registry value created/modified","","Passed",""
"5.39.1","System Services","Windows PushToInstall Service (PushToInstall)","Passed","Registry value created/modified","","Passed",""
"5.40.1","System Services","Windows Remote Management (WS-Management) (WinRM)","Passed","Registry value created/modified","","Passed",""
"5.41.1","System Services","World Wide Web Publishing Service (W3SVC)","Passed","Registry key created","","Passed",""
"5.41.1","System Services","World Wide Web Publishing Service (W3SVC)","Passed","Registry value created/modified","","Passed",""
"5.42.1","System Services","Xbox Accessory Management Service (XboxGipSvc)","Passed","Registry value created/modified","","Passed",""
"5.43.1","System Services","Xbox Live Auth Manager (XblAuthManager)","Passed","Registry value created/modified","","Passed",""
"5.44.1","System Services","Xbox Live Game Save (XblGameSave)","Passed","Registry value created/modified","","Passed",""
"5.45.1","System Services","Xbox Live Networking Service (XboxNetApiSvc)","Passed","Registry value created/modified","","Passed",""
"9.1.1","Windows Firewall","EnableFirewall (Domain Profile, Policy)","Passed","Registry key created","","Passed",""
"9.1.1","Windows Firewall","EnableFirewall (Domain Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.1.2","Windows Firewall","Inbound Connections (Domain Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.1.3","Windows Firewall","Outbound Connections (Domain Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.1.4","Windows Firewall","Display a notification (Domain Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.1.5","Windows Firewall","Name of log file (Domain Profile, Policy)","Passed","Registry key created","","Passed",""
"9.1.5","Windows Firewall","Name of log file (Domain Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.1.6","Windows Firewall","Log size limit (Domain Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.1.7","Windows Firewall","Log dropped packets (Domain Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.1.8","Windows Firewall","Log successful connections (Domain Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.2.1","Windows Firewall","EnableFirewall (Private Profile, Policy)","Passed","Registry key created","","Passed",""
"9.2.1","Windows Firewall","EnableFirewall (Private Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.2.2","Windows Firewall","Inbound Connections (Private Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.2.3","Windows Firewall","Outbound Connections (Private Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.2.4","Windows Firewall","Display a notification (Private Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.2.5","Windows Firewall","Name of log file (Private Profile, Policy)","Passed","Registry key created","","Passed",""
"9.2.5","Windows Firewall","Name of log file (Private Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.2.6","Windows Firewall","Log size limit (Private Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.2.7","Windows Firewall","Log dropped packets (Private Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.2.8","Windows Firewall","Log successful connections (Private Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.3.1","Windows Firewall","EnableFirewall (Public Profile, Policy)","Passed","Registry key created","","Passed",""
"9.3.1","Windows Firewall","EnableFirewall (Public Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.3.2","Windows Firewall","Inbound Connections (Public Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.3.3","Windows Firewall","Outbound Connections (Public Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.3.4","Windows Firewall","Display a notification (Public Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.3.5","Windows Firewall","Apply local firewall rules (Public Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.3.6","Windows Firewall","Apply local connection security rules (Public Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.3.7","Windows Firewall","Name of log file (Public Profile, Policy)","Passed","Registry key created","","Passed",""
"9.3.7","Windows Firewall","Name of log file (Public Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.3.8","Windows Firewall","Log size limit (Public Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.3.9","Windows Firewall","Log dropped packets (Public Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"9.3.10","Windows Firewall","Log successful connections (Public Profile, Policy)","Passed","Registry value created/modified","","Passed",""
"17.1.1","Advanced Audit Policy Configuration","Credential Validation","Passed","Audit policy set","","Passed",""
"17.2.1","Advanced Audit Policy Configuration","Application Group Management","Passed","Audit policy set","","Passed",""
"17.2.2","Advanced Audit Policy Configuration","Security Group Management","Passed","Audit policy set","","Passed",""
"17.2.3","Advanced Audit Policy Configuration","User Account Management","Passed","Audit policy set","","Passed",""
"17.3.1","Advanced Audit Policy Configuration","Plug and Play Events","Passed","Audit policy set","","Passed",""
"17.3.2","Advanced Audit Policy Configuration","Process Creation","Passed","Audit policy set","","Passed",""
"17.5.1","Advanced Audit Policy Configuration","Account Lockout","Passed","Audit policy set","","Passed",""
"17.5.2","Advanced Audit Policy Configuration","Group Membership","Passed","Audit policy set","","Passed",""
"17.5.3","Advanced Audit Policy Configuration","Logoff","Passed","Audit policy set","","Passed",""
"17.5.4","Advanced Audit Policy Configuration","Logon","Passed","Audit policy set","","Passed",""
"17.5.5","Advanced Audit Policy Configuration","Other Logon/Logoff Events","Passed","Audit policy set","","Passed",""
"17.5.6","Advanced Audit Policy Configuration","Special Logon","Passed","Audit policy set","","Passed",""
"17.6.1","Advanced Audit Policy Configuration","Detailed File Share","Passed","Audit policy set","","Passed",""
"17.6.2","Advanced Audit Policy Configuration","File Share","Passed","Audit policy set","","Passed",""
"17.6.3","Advanced Audit Policy Configuration","Other Object Access Events","Passed","Audit policy set","","Passed",""
"17.6.4","Advanced Audit Policy Configuration","Removable Storage","Passed","Audit policy set","","Passed",""
"17.7.1","Advanced Audit Policy Configuration","Audit Policy Change","Passed","Audit policy set","","Passed",""
"17.7.2","Advanced Audit Policy Configuration","Authentication Policy Change","Passed","Audit policy set","","Passed",""
"17.7.3","Advanced Audit Policy Configuration","Authorization Policy Change","Passed","Audit policy set","","Passed",""
"17.7.4","Advanced Audit Policy Configuration","MPSSVC Rule-Level Policy Change","Passed","Audit policy set","","Passed",""
"17.7.5","Advanced Audit Policy Configuration","Other Policy Change Events","Passed","Audit policy set","","Passed",""
"17.8.1","Advanced Audit Policy Configuration","Sensitive Privilege Use","Passed","Audit policy set","","Passed",""
"17.9.1","Advanced Audit Policy Configuration","IPsec Driver","Passed","Audit policy set","","Passed",""
