"ID","Category","Name","Severity","Result","Recommended","TestResult","SeverityFinding"
"1405","Windows Firewall","Log successful connections (Domain Profile, Policy)","Passed","1","1","Passed","Low"
"1423","Windows Firewall","Log successful connections (Domain Profile)","Low","0","1","Failed","Low"
"1406","Windows Firewall","EnableFirewall (Private Profile, Policy)","Passed","1","1","Passed","Medium"
"1424","Windows Firewall","EnableFirewall (Private Profile)","Passed","1","1","Passed","Medium"
"1407","Windows Firewall","Inbound Connections (Private Profile, Policy)","Passed","1","1","Passed","Medium"
"1425","Windows Firewall","Inbound Connections (Private Profile)","Passed","1","1","Passed","Medium"
"1408","Windows Firewall","Outbound Connections (Private Profile, Policy)","Passed","0","0","Passed","Medium"
"1426","Windows Firewall","Outbound Connections (Private Profile)","Passed","0","0","Passed","Medium"
"1409","Windows Firewall","Log size limit (Private Profile, Policy)","Passed","16384","16384","Passed","Medium"
"1427","Windows Firewall","Log size limit (Private Profile)","Medium","4096","16384","Failed","Medium"
"1410","Windows Firewall","Log dropped packets (Private Profile, Policy)","Passed","1","1","Passed","Medium"
"1428","Windows Firewall","Log dropped packets (Private Profile)","Medium","0","1","Failed","Medium"
"1411","Windows Firewall","Log successful connections (Private Profile, Policy)","Passed","1","1","Passed","Low"
"1429","Windows Firewall","Log successful connections (Private Profile)","Low","0","1","Failed","Low"
"1412","Windows Firewall","EnableFirewall (Public Profile, Policy)","Passed","1","1","Passed","Medium"
"1430","Windows Firewall","EnableFirewall (Public Profile)","Passed","1","1","Passed","Medium"
"1413","Windows Firewall","Inbound Connections (Public Profile, Policy)","Passed","1","1","Passed","Medium"
"1431","Windows Firewall","Inbound Connections (Public Profile)","Passed","1","1","Passed","Medium"
"1414","Windows Firewall","Outbound Connections (Public Profile, Policy)","Passed","0","0","Passed","Medium"
"1432","Windows Firewall","Outbound Connections (Public Profile)","Passed","0","0","Passed","Medium"
"1415","Windows Firewall","Log size limit (Public Profile, Policy)","Passed","16384","16384","Passed","Medium"
"1433","Windows Firewall","Log size limit (Public Profile)","Medium","4096","16384","Failed","Medium"
"1416","Windows Firewall","Log dropped packets (Public Profile, Policy)","Passed","1","1","Passed","Medium"
"1434","Windows Firewall","Log dropped packets (Public Profile)","Medium","0","1","Failed","Medium"
"1417","Windows Firewall","Log successful connections (Public Profile, Policy)","Passed","1","1","Passed","Low"
"1435","Windows Firewall","Log successful connections (Public Profile)","Low","0","1","Failed","Low"
"1500","Advanced Audit Policy Configuration","Credential Validation","Passed","Success and Failure","Success and Failure","Passed","Low"
"1501","Advanced Audit Policy Configuration","Security Group Management","Passed","Success","Success","Passed","Low"
"1502","Advanced Audit Policy Configuration","User Account Management","Passed","Success and Failure","Success and Failure","Passed","Low"
"1503","Advanced Audit Policy Configuration","DPAPI Activity","Low","No Auditing","Success and Failure","Failed","Low"
"1504","Advanced Audit Policy Configuration","Plug and Play Events","Passed","Success","Success","Passed","Low"
"1505","Advanced Audit Policy Configuration","Process Creation","Passed","Success","Success","Passed","Low"
"1506","Advanced Audit Policy Configuration","Account Lockout","Passed","Failure","Failure","Passed","Low"
"1507","Advanced Audit Policy Configuration","Group Membership","Passed","Success","Success","Passed","Low"
"1508","Advanced Audit Policy Configuration","Logon","Passed","Success and Failure","Success and Failure","Passed","Low"
"1509","Advanced Audit Policy Configuration","Other Logon/Logoff Events","Passed","Success and Failure","Success and Failure","Passed","Low"
"1510","Advanced Audit Policy Configuration","Special Logon","Passed","Success","Success","Passed","Low"
"1511","Advanced Audit Policy Configuration","Detailed File Share","Passed","Failure","Failure","Passed","Low"
"1512","Advanced Audit Policy Configuration","File Share","Passed","Success and Failure","Success and Failure","Passed","Low"
"1513","Advanced Audit Policy Configuration","Kernel Object","Low","No Auditing","Success and Failure","Failed","Low"
"1514","Advanced Audit Policy Configuration","Other Object Access Events","Passed","Success and Failure","Success and Failure","Passed","Low"
"1515","Advanced Audit Policy Configuration","Removable Storage","Passed","Success and Failure","Success and Failure","Passed","Low"
"1516","Advanced Audit Policy Configuration","SAM","Low","No Auditing","Success and Failure","Failed","Low"
"1517","Advanced Audit Policy Configuration","Audit Policy Change","Passed","Success","Success","Passed","Low"
"1518","Advanced Audit Policy Configuration","Authentication Policy Change","Passed","Success","Success","Passed","Low"
"1519","Advanced Audit Policy Configuration","MPSSVC Rule-Level Policy Change","Passed","Success and Failure","Success and Failure","Passed","Low"
"1520","Advanced Audit Policy Configuration","Other Policy Change Events","Passed","Failure","Failure","Passed","Low"
"1521","Advanced Audit Policy Configuration","Sensitive Privilege Use","Passed","Success and Failure","Success and Failure","Passed","Low"
"1522","Advanced Audit Policy Configuration","Other System Events","Passed","Success and Failure","Success and Failure","Passed","Low"
"1523","Advanced Audit Policy Configuration","Security State Change","Passed","Success","Success","Passed","Low"
"1524","Advanced Audit Policy Configuration","Security System Extension","Passed","Success","Success","Passed","Low"
"1525","Advanced Audit Policy Configuration","System Integrity","Passed","Success and Failure","Success and Failure","Passed","Low"
"1600","Administrative Templates: Control Panel","Personalization: Prevent enabling lock screen camera","Passed","1","1","Passed","Low"
"1601","Administrative Templates: Network","DNS Client: Turn off multicast name resolution (LLMNR)","Passed","0","0","Passed","Medium"
"1602","Administrative Templates: Network","Lanman Workstation: Enable insecure guest logons","Passed","0","0","Passed","Medium"
"1603","Administrative Templates: Network","Turn off Microsoft Peer-to-Peer Networking Services","Passed","1","1","Passed","Medium"
"1604","Administrative Templates: Network","WLAN Settings: Allow Windows to automatically connect to suggested open hotspots, to networks shared by contacts, and to hotspots offering paid services","Passed","0","0","Passed","Medium"
"2108","Administrative Templates: PowerShellCore","Turn on PowerShell Module Logging","Low","0","1","Failed","Low"
"2109","Administrative Templates: PowerShellCore","Turn on PowerShell Module Logging (PowerShell Policy)","Low","0","1","Failed","Low"
"2110","Administrative Templates: PowerShellCore","Turn on PowerShell Module Logging - Module Names","Low","","*","Failed","Low"
"2111","Administrative Templates: PowerShellCore","Turn on PowerShell Script Block Logging","Medium","0","1","Failed","Medium"
"2112","Administrative Templates: PowerShellCore","Turn on PowerShell Script Block Logging (Invocation)","Low","0","1","Failed","Low"
"2113","Administrative Templates: PowerShellCore","Turn on PowerShell Script Block Logging (PowerShell Policy)","Low","0","1","Failed","Low"
"2116","Administrative Templates: PowerShellCore","Turn on PowerShell Transcription","Low","0","1","Failed","Low"
"2114","Administrative Templates: PowerShellCore","Turn on PowerShell Transcription (Invocation)","Low","0","1","Failed","Low"
"2115","Administrative Templates: PowerShellCore","Turn on PowerShell Transcription (PowerShell Policy)","Medium","0","1","Failed","Medium"
"1772","Administrative Templates: Printers","Configure Redirection Guard","Passed","1","1","Passed","Medium"
"1768","Administrative Templates: Printers","Only use Package Point and Print (CVE-2021-36958)","Medium","","1","Failed","Medium"
"1769","Administrative Templates: Printers","Package Point and Print - Approved servers (CVE-2021-36958)","Medium","","1","Failed","Medium"
"1764","Administrative Templates: Printers","Point and Print Restrictions: When installing drivers for a new connection (CVE-2021-34527)","Passed","0","0","Passed","High"
"1765","Administrative Templates: Printers","Point and Print Restrictions: When updating drivers for an existing connection (CVE-2021-34527)","Passed","0","0","Passed","High"
"1771","Administrative Templates: Start Menu and Taskbar","Notifications: Turn off notifications network usage","Passed","1","1","Passed","Medium"
"1605","Administrative Templates: System","Credentials Delegation: Allow delegation default credentials","Medium","1","0","Failed","Medium"
"1606","Administrative Templates: System","Credentials Delegation: Encryption Oracle Remediation","Passed","0","0","Passed","Medium"
"1699","Administrative Templates: System","Credentials Delegation: Remote host allows delegation of non-exportable credentials","Passed","1","1","Passed","Medium"
"1607","Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices that match an ID","Passed","1","1","Passed","Medium"
"1608","Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices that match an ID (Retroactive)","Passed","1","1","Passed","Medium"
"1609","Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices that match ID PCI\CC_0C0010 (Firewire)","Medium","-NODATA-","PCI\CC_0C0010","Failed","Medium"
"1610","Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices that match ID PCI\CC_0C0A (Thunderbolt)","Passed","PCI\CC_0C0A","PCI\CC_0C0A","Passed","Medium"
"1611","Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices using drivers that match an device setup class","Passed","1","1","Passed","Medium"
"1612","Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices using drivers that match an device setup class (Retroactive)","Passed","1","1","Passed","Medium"
"1613","Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices using drivers that match d48179be-ec20-11d1-b6b8-00c04fa372a7 (SBP-2 drive)","Passed","d48179be-ec20-11d1-b6b8-00c04fa372a7","d48179be-ec20-11d1-b6b8-00c04fa372a7","Passed","Medium"
"1614","Administrative Templates: System","Device Guard: Virtualization Based Security Status","Medium","Not available","2","Failed","Medium"
"1615","Administrative Templates: System","Device Guard: Available Security Properties: Secure Boot","Medium","Not available","2","Failed","Medium"
"1616","Administrative Templates: System","Device Guard: Available Security Properties: DMA protection","Medium","Not available","3","Failed","Medium"
"1617","Administrative Templates: System","Device Guard: Security Services Configured: Credential Guard","Passed","1","1","Passed","Medium"
"1619","Administrative Templates: System","Device Guard: Security Services Running: Credential Guard","Medium","Not available","1","Failed","Medium"
"1618","Administrative Templates: System","Device Guard: Security Services Configured: HVCI","Passed","2","2","Passed","Medium"
"1620","Administrative Templates: System","Device Guard: Security Services Running: HVCI","Medium","Not available","2","Failed","Medium"
"1623","Administrative Templates: System","Device Guard: Require UEFI Memory Attributes Table (Policy)","Passed","1","1","Passed","Medium"
"1621","Administrative Templates: System","Device Guard: Secure Launch Configuration (Policy)","Passed","1","1","Passed","Medium"
"1622","Administrative Templates: System","Device Guard: Windows Defender Application Control deployed (Policy)","Medium","0","1","Failed","Medium"
"1630","Administrative Templates: System","Early Launch Antimalware: Boot-Start Driver Initialization Policy","Passed","3","3","Passed","Medium"
"1631","Administrative Templates: System","Group Policy: Process even if the Group Policy objects have not changed","Passed","0","0","Passed","Low"
"1632","Administrative Templates: System","Group Policy: Do not apply during periodic background processing","Passed","0","0","Passed","Low"
"1640","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off the Windows Messenger Customer Experience Improvement Program","Passed","2","2","Passed","Medium"
"1641","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off downloading of print drivers over HTTP","Passed","1","1","Passed","Medium"
"1642","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 1","Passed","0","0","Passed","Medium"
"1643","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 2","Passed","1","1","Passed","Medium"
"1644","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Internet download for Web publishing and online ordering wizards","Passed","1","1","Passed","Medium"
"1645","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Windows Customer Experience Improvement Program","Passed","0","0","Passed","Medium"
"1650","Administrative Templates: System","Kernel DMA Protection: Enumeration policy for external devices incompatible with Kernel DMA Protection","Passed","0","0","Passed","Medium"
"1660","Administrative Templates: System","Logon: Turn on convenience PIN sign-in","Passed","0","0","Passed","Medium"
"1661","Administrative Templates: System","Logon: Turn off app notifications on the lock screen","Passed","1","1","Passed","Medium"
"1662","Administrative Templates: System","Logon: Do not display network selection UI","Passed","1","1","Passed","Medium"
"1670","Administrative Templates: System","Mitigation Options: Untrusted Font Blocking","Medium","0","1000000000000","Failed","Medium"
"1680","Administrative Templates: System","OS Policies: Allow Clipboard synchronization across devices","Passed","0","0","Passed","Medium"
"1685","Administrative Templates: System","Sleep Settings: Require a password when a computer wakes (plugged in)","Passed","1","1","Passed","Medium"
"1686","Administrative Templates: System","Sleep Settings: Require a password when a computer wakes (on battery)","Passed","1","1","Passed","Medium"
"1687","Administrative Templates: System","Sleep Settings: Allow standby states (S1-S3) when sleeping (plugged in)","Passed","0","0","Passed","Medium"
"1688","Administrative Templates: System","Sleep Settings: Allow standby states (S1-S3) when sleeping (on battery)","Passed","0","0","Passed","Medium"
"1690","Administrative Templates: System","Remote Assistance: Configure Offer Remote Assistance","Passed","0","0","Passed","Medium"
"1691","Administrative Templates: System","Remote Assistance: Configure Solicited Remote Assistance","Passed","0","0","Passed","Medium"
"1692","Administrative Templates: System","Remote Procedure Call: Enable RPC Endpoint Mapper Client Authentication","Passed","1","1","Passed","Medium"
"1693","Administrative Templates: System","Remote Procedure Call: Restrict Unauthenticated RPC clients","Medium","1","2","Failed","Medium"
"1694","Administrative Templates: System","Security Settings: Enable svchost.exe mitigation options","Medium","0","1","Failed","Medium"
"1695","Administrative Templates: System","Windows Performance PerfTrack: Enable/Disable PerfTrack","Passed","0","0","Passed","Medium"
"1696","Administrative Templates: System","User Profiles: Turn off the advertising ID","Passed","1","1","Passed","Medium"
"1697","Administrative Templates: System","Time Providers: Enable Windows NTP Client","Passed","1","1","Passed","Medium"
"1698","Administrative Templates: System","Time Providers: Enable Windows NTP Server","Passed","0","0","Passed","Medium"
"1700","Administrative Templates: Windows Components","App Package Deployment: Allow a Windows app to share application data between users","Passed","0","0","Passed","Medium"
"1701","Administrative Templates: Windows Components","App Privacy: Let Windows apps activate with voice while the system is locked","Passed","2","2","Passed","Medium"
"1702","Administrative Templates: Windows Components","App runtime: Block launching Universal Windows apps with Windows Runtime API access from hosted content","Passed","1","1","Passed","Medium"
"1703","Administrative Templates: Windows Components","Application Compatibility: Turn off Application Telemetry","Medium","1","0","Failed","Medium"
"1704","Administrative Templates: Windows Components","AutoPlay Policies: Turn off Autoplay","Passed","255","255","Passed","Medium"
"1705","Administrative Templates: Windows Components","AutoPlay Policies: Disallow Autoplay for non-volume devices","Passed","1","1","Passed","Medium"
"1706","Administrative Templates: Windows Components","AutoPlay Policies: Set the default behavior for AutoRun","Passed","1","1","Passed","Medium"
"1707","Administrative Templates: Windows Components","Biometrics: Allow the use of biometrics","Medium","1","0","Failed","Medium"
"1773","Administrative Templates: Windows Components","Biometrics: Facial Features: Configure enhanced anti-spoofing","Passed","1","1","Passed","Medium"
"1708","Administrative Templates: Windows Components","BitLocker Drive Encryption: Volume status","High","FullyDecrypted","FullyEncrypted","Failed","High"
"1761","Administrative Templates: Windows Components","BitLocker Drive Encryption: Choose drive encryption method and cipher strength (for operating system drives)","Passed","6","6","Passed","Medium"
"1762","Administrative Templates: Windows Components","BitLocker Drive Encryption: Drive encryption method (for operating system drives)","Medium","None","XtsAes128","Failed","Medium"
"1709","Administrative Templates: Windows Components","BitLocker Drive Encryption: Disable new DMA devices when this computer is locked","Passed","1","1","Passed","Medium"
"1710","Administrative Templates: Windows Components","BitLocker Drive Encryption: Operating System Drives: Allow Secure Boot for integrity validation","Passed","1","1","Passed","Medium"
"1711","Administrative Templates: Windows Components","BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup","Passed","1","1","Passed","Medium"
"1715","Administrative Templates: Windows Components","BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup: Allow BitLocker without a compatible TPM","Passed","0","0","Passed","Medium"
"1716","Administrative Templates: Windows Components","BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup: Configure TPM startup","Passed","0","0","Passed","Medium"
"1717","Administrative Templates: Windows Components","BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup: Configure TPM startup PIN","Medium","0","1","Failed","Medium"
"1718","Administrative Templates: Windows Components","BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup: Configure TPM startup key","Passed","0","0","Passed","Medium"
"1719","Administrative Templates: Windows Components","BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup: Configure TPM startup key and PIN","Passed","0","0","Passed","Medium"
"1712","Administrative Templates: Windows Components","BitLocker Drive Encryption: Operating System Drives: Allow enhanced PINs for startup","Passed","1","1","Passed","Medium"
"1713","Administrative Templates: Windows Components","BitLocker Drive Encryption: Operating System Drives: Configure use of hardware-based encryption for operating system drives","Passed","0","0","Passed","Medium"
"1763","Administrative Templates: Windows Components","BitLocker Drive Encryption: Operating System Drives: Configure minimum PIN length for startup","Medium","","8","Failed","Medium"
"1720","Administrative Templates: Windows Components","Cloud Content: Do not show Windows tips","Medium","0","1","Failed","Medium"
"1721","Administrative Templates: Windows Components","Cloud Content: Turn off Microsoft consumer experiences","Passed","1","1","Passed","Medium"
"1722","Administrative Templates: Windows Components","Credential User Interface: Do not display the password reveal button","Passed","1","1","Passed","Medium"
"1724","Administrative Templates: Windows Components","Credential User Interface: Enumerate administrator accounts on elevation","Passed","0","0","Passed","Medium"
"1725","Administrative Templates: Windows Components","Data Collection and Preview Builds: Allow Diagnostic Data","Passed","1","1","Passed","Medium"
"1726","Administrative Templates: Windows Components","Data Collection and Preview Builds: Allow device name to be sent in Windows diagnostic data","Medium","1","0","Failed","Medium"
"1727","Administrative Templates: Windows Components","Delivery Optimization: Download Mode","Medium","2","99","Failed","Medium"
"1728","Administrative Templates: Windows Components","Event Log Service: Application: Specify the maximum log file size (KB)","Passed","32768","32768","Passed","Medium"
"1729","Administrative Templates: Windows Components","Event Log Service: Security: Specify the maximum log file size (KB)","Passed","196608","196608","Passed","Medium"
"1730","Administrative Templates: Windows Components","Event Log Service: System: Specify the maximum log file size (KB)","Passed","32768","32768","Passed","Medium"
"1774","Administrative Templates: Windows Components","Event Log Service: Microsoft-Windows-PowerShell/Operational: Specify the maximum log file size (KB)","Medium","15728640","268435456","Failed","Medium"
"1775","Administrative Templates: Windows Components","Event Log Service: PowerShellCore/Operational: Specify the maximum log file size (KB)","Medium","15728640","268435456","Failed","Medium"
"1731","Administrative Templates: Windows Components","File Explorer: Allow the use of remote paths in file shortcut icons","Passed","0","0","Passed","Medium"
"1732","Administrative Templates: Windows Components","HomeGroup: Prevent the computer from joining a homegroup","Passed","1","1","Passed","Medium"
"1800","Microsoft Defender Antivirus","Turn off Microsoft Defender Antivirus","Passed","0","0","Passed","Medium"
"1826","Microsoft Defender Antivirus","Enable Tamper Protection (Status)","Medium","False","True","Failed","Medium"
"1801","Microsoft Defender Antivirus","Configure detection for potentially unwanted applications","Passed","1","1","Passed","Medium"
"1806","Microsoft Defender Antivirus","Exclusions: Extension Exclusions (Policy)","Passed","","","Passed","Medium"
"1813","Microsoft Defender Antivirus","Exclusions: Extension Exclusions (Intune)","Passed","","","Passed","Medium"
"1807","Microsoft Defender Antivirus","Exclusions: Extension Exclusions","Passed","","","Passed","Medium"
"1808","Microsoft Defender Antivirus","Exclusions: Path Exclusions (Policy)","Passed","","","Passed","Medium"
"1814","Microsoft Defender Antivirus","Exclusions: Path Exclusions (Intune)","Passed","","","Passed","Medium"
"1809","Microsoft Defender Antivirus","Exclusions: Path Exclusions","Passed","","","Passed","Medium"
"1810","Microsoft Defender Antivirus","Exclusions: Process Exclusions (Policy)","Passed","","","Passed","Medium"
"1815","Microsoft Defender Antivirus","Exclusions: Process Exclusions (Intune)","Passed","","","Passed","Medium"
"1811","Microsoft Defender Antivirus","Exclusions: Process Exclusions","Passed","","","Passed","Medium"
"1816","Microsoft Defender Antivirus","MAPS: Join Microsoft MAPS","Medium","0","2","Failed","Medium"
"1817","Microsoft Defender Antivirus","MAPS: Configure the 'Block at First Sight' feature","Medium","","0","Failed","Medium"
"1818","Microsoft Defender Antivirus","MAPS: Send file samples when further analysis is required","Medium","","0","Failed","Medium"
"1819","Microsoft Defender Antivirus","MpEngine: Enable file hash computation feature","Passed","1","1","Passed","Medium"
"1820","Microsoft Defender Antivirus","MpEngine: Select cloud protection level","Medium","","2","Failed","Medium"
"1821","Microsoft Defender Antivirus","Real-time Protection: Scan all downloaded files and attachments","Passed","0","0","Passed","Medium"
"1822","Microsoft Defender Antivirus","Real-time Protection: Turn off real-time protection","Passed","0","0","Passed","Medium"
"1823","Microsoft Defender Antivirus","Real-time Protection: Turn on behavior monitoring (Policy)","Passed","0","0","Passed","Medium"
"1824","Microsoft Defender Antivirus","Real-time Protection: Turn on script scanning","Passed","0","0","Passed","Medium"
"1825","Microsoft Defender Antivirus","Scan: Scan removable drives","Passed","0","0","Passed","Medium"
"1812","Microsoft Defender Antivirus","Enable sandboxing for Microsoft Defender Antivirus","Medium","0","1","Failed","Medium"
"1900","Microsoft Defender Exploit Guard","Attack Surface Reduction rules","Passed","1","1","Passed","Medium"
"1901","Microsoft Defender Exploit Guard","ASR: Block executable content from email client and webmail (Policy)","Passed","1","1","Passed","Medium"
"1916","Microsoft Defender Exploit Guard","ASR: Block executable content from email client and webmail","Passed","1","1","Passed","Medium"
"1933","Microsoft Defender Exploit Guard","ASR: Block executable content from email client and webmail (Intune)","Medium","0","1","Failed","Medium"
"1902","Microsoft Defender Exploit Guard","ASR: Block all Office applications from creating child processes (Policy)","Passed","1","1","Passed","Medium"
"1917","Microsoft Defender Exploit Guard","ASR: Block all Office applications from creating child processes","Passed","1","1","Passed","Medium"
"1934","Microsoft Defender Exploit Guard","ASR: Block all Office applications from creating child processes (Intune)","Medium","0","1","Failed","Medium"
"1903","Microsoft Defender Exploit Guard","ASR: Block Office applications from creating executable content (Policy)","Passed","1","1","Passed","Medium"
"1918","Microsoft Defender Exploit Guard","ASR: Block Office applications from creating executable content","Passed","1","1","Passed","Medium"
"1935","Microsoft Defender Exploit Guard","ASR: Block Office applications from creating executable content (Intune)","Medium","0","1","Failed","Medium"
"1904","Microsoft Defender Exploit Guard","ASR: Block Office applications from injecting code into other processes (Policy)","Passed","1","1","Passed","Medium"
"1919","Microsoft Defender Exploit Guard","ASR: Block Office applications from injecting code into other processes","Passed","1","1","Passed","Medium"
"1936","Microsoft Defender Exploit Guard","ASR: Block Office applications from injecting code into other processes (Intune)","Medium","0","1","Failed","Medium"
"1905","Microsoft Defender Exploit Guard","ASR: Block JavaScript or VBScript from launching downloaded executable content (Policy)","Passed","1","1","Passed","Medium"
"1920","Microsoft Defender Exploit Guard","ASR: Block JavaScript or VBScript from launching downloaded executable content","Passed","1","1","Passed","Medium"
"1937","Microsoft Defender Exploit Guard","ASR: Block JavaScript or VBScript from launching downloaded executable content (Intune)","Medium","0","1","Failed","Medium"
"1906","Microsoft Defender Exploit Guard","ASR: Block execution of potentially obfuscated scripts (Policy)","Passed","1","1","Passed","Medium"
"1921","Microsoft Defender Exploit Guard","ASR: Block execution of potentially obfuscated scripts","Passed","1","1","Passed","Medium"
"1938","Microsoft Defender Exploit Guard","ASR: Block execution of potentially obfuscated scripts (Intune)","Medium","0","1","Failed","Medium"
"1907","Microsoft Defender Exploit Guard","ASR: Block Win32 API calls from Office macros (Policy)","Passed","1","1","Passed","Medium"
